Loan Id,Duration,Received,Persons Received From Total,Banks Received,Paybills Received Others
rec8WHhfguUxf1sXI,12,1424829.06,1222010,75200,38010
rech0fw9fiICj3BtX,12,1149824.55,1147571,141500,147240
recnYPedsyjnNd8nu,11,1166838.6,1003967,39060,67421
rec7gsamr7phmVGtt,3,155212.84,110364,13600,48969.7
,11,1883641.11,1378691,576829,428445
recSOvNMbXmIACcVN,12,1387396.11,1067693,270560,45061
,6,578659.25,566756,51420,1000
rec3orTt51m3iOxr4,12,193205.99,134656,344970,3070
,6,254053.48,241018,29285,21969
recDMsoKfSaGLkn41,12,1208176.01,1157434,1428485,104000
rec32b8hztxSBYBDo,12,489127,487157,13210,28579
recIfVQlMBgn492aK,11,337431.94,291969,256840,79386
,12,153813.18,147705,500,200
rechussXhKHHkU2HL,12,978949.2,978685,9403,0
recAlV2pGVUlLyz5I,6,220505,220465,2150,8800
,12,103539,103139,0,40
recWQMIifopa06Wn7,6,312761.76,258193,8500,95193
recOia0lJBRJncfrN,6,7540,7380,29790,0
,12,120122.94,111526,34102,15553.82
recWhe9ZheJwfC0UT,12,423200.91,323640,316170,741
,6,21248,21168,0,3971
,6,420127,419457,4990,20366
,12,85576.27,68199,162005,17507
recePfWRT3GsxVI9B,6,424869.74,408921,12600,48749
,12,90008.07,89430,31310,1483
,12,334968.82,256873,43192,14262
recENHaYypqQ6WrTZ,12,311501.73,293591,44400,3320
recr8jWfwHgTOJWpp,6,114870.59,108851,148412,3673
recT5xDV7kpJwhYuZ,6,1319180.02,1108901,137272,41310
rec0A2orNXJHaclnP,9,2315330.58,1555707,47070,3420
recbxlyT0ab6gmt0K,12,261197.9,247290,54710,0
rechXTlRk3SPk5FXi,10,603416.1,526559,97456,500
rec6OT9XGdTrNCxvW,11,223507.99,204346,1500,151330
recmuQWvtTC64IweQ,6,1252692.31,1190484,477578,13440
recefGAyGIWTOVTMX,12,1113847,1113022,142670,696517.1
,11,82863,79723,35333,3300
,12,142595,142744,26200,25
recb2buP17ThTLNu0,12,666648.16,663083,243220,20120
,5,1076209.47,888730,9150,14208
recC2JriEFF1lKTKC,12,1199096.41,1157724,33050,61689
recOpqWL9nL2OyPR4,12,671089.68,527041,281260,46570
,12,1371529,1371199,270340,6610
,6,546484.04,506671,569630,0
,12,558160,557320,39980,17718
,12,1305575,1305575,239410,0
recuM9UAwmicCj0rs,6,827483.19,819210,83620,4127
,12,231271.25,216727,64730,835
,6,80843.07,34040,216680,10950
,3,265791,265791,48350,10
recbTsRCiHDEtN7MP,6,112268.84,112084,18300,0
,12,294036.99,297131,456195,119028
recLmR1uksgCyGvbM,11,759990.84,583613,650,9381
recNBrBENO42biIrP,6,713498.77,608573,62700,135521
,12,80071.41,73116,25312,6710
reciAjWCzq7oVhxA7,6,489933.99,484611,50650,10
recP3Xa1i7a6dnzYU,12,1473162.26,1464307,499500,21310
,12,385786,385608,86751,90519
recqiMsfAsFwsckNz,6,1335877,1335077,209150,35958
recmy6TRDJ7hn303C,12,262806.29,254339,26830,47294
recbXD9vQlAo8o8Ec,6,23565.88,23342,120200,2507
rec4HqFFQT2AdYK7x,6,331532.23,58852,11400,0
,6,489845,488442,307059,33890
,3,235791,235791,48350,0
,12,1877946.69,1645103,3352808,215750
,12,747128.87,675329,479830,69442
recTWFEO1q8xHFE0L,12,274381.95,255864,45859,3010
receJtDVox2mVK7sW,9,727510,723910,11000,620
recFmA1wFoQluyN7Y,6,153511.43,151290,67319,77384
recMT1lbruLS3evip,12,166989.22,119522,599293,519375.53
recbONDtLqBJwl8kk,12,1341667.19,1294576,220260,110
recoawbNwRYe5JJwT,6,26018,26018,139990,17000
recnPJ4Z66RktnSeu,12,409913.37,286802,163000,91244
,12,690663.82,674193,787107,36590
recI2Mz6INSzjM5S8,12,195155.78,189575,185160,1540
reclOM6q2pRD0g3dw,12,261926.35,251292,100916,423
,12,1027619.88,988810,68088,71689
recbONDtLqBJwl8kk,3,524051.49,509105,117950,0
rec0No741bOHqgqft,12,316132.67,294954,137985,1960
recg2A2Vwnlrec96V,12,944065.71,793785,1205650,285600
,12,67835.21,64731,500,0
,12,356864.04,301694,67690,8983
,6,1586045.02,895990,364730,10
,12,361533.7,286470,88000,0
recxryMmeEBhiMLhJ,12,240794.84,235281,43220,181978
,6,43013,42533,538,0
,12,142109.73,130205,411263,16128
recwH9MYf5XUxBA9j,11,1961773,1955363,364100,5600
reclARgJQb9VQ1kM9,12,173536.94,156137,256565,11280
recAQBMkmkhGRYr7z,12,601421.27,569809,493600,9902.4
recBdIOL7V4wDFnTC,12,889941.53,877777,382900,62142
,5,89105,89005,31300,680
recozSooHoA4jcqqx,6,316050.61,308888,3550,205467
recTsycw0qMqwcQlB,12,140839,140839,49015,1065.35
recQbSyA1RimqX1Cz,6,176189.44,170717,11038,1827
,12,220751.31,186598,7570,34975
,6,472045.83,346182,11500,350
,12,258272.53,82811,998609,10386
recXmYQg0sUqbx9Y7,6,66440,66440,335750,14127
recfcvRJyzIIylCC1,12,653139,653139,1249230,183256.6
rec4ABnRpK4VBlO2L,12,653623.96,623944,112580,240742
recxES2yoZ13lEyKY,6,1766305.85,1250710,989680,4120
rec1M5SABUmJQMAly,12,714200.24,558907,162630,7400
recNAzBtFxyQzpA7H,6,743339.96,711345,84850,14546
,6,88128.19,88094,26418,709
recOQjuIYVPi5ezMn,6,330777.33,258471,7222,1760
rec13aiidPVFbQJun,6,102268.75,48260,45900,0
recFchiTT9mYCAFFp,12,351542,357102,569750,1396.2
recYut23RSq2PXi4n,12,1042264.11,1034388,215700,19059
recj78iUI3npKhNWp,6,249240.46,209607,257800,1510
,11,328818.98,312475,42205,35961
recoJXOXxGxVVdehT,12,161082.76,28995,6805,10
rec36w2VRIBLmhYgs,12,1666904.36,1558207,863943,16823
recaNKNa1vXcN1LTD,12,354402.5,189251,338614,70253.72
rec5R9lzwotSLAEDh,12,1114497.5,1054747,378396,52270
,12,301666,300196,3000,98223
recd6x179hyZNSxmj,6,242843.34,231439,204000,0
recK9lTiPkAQZdmVr,6,341527.82,203295,1095,60
,6,125701,124151,0,69127
rec2k2j1C036lewwA,12,258037.33,207425,109330,115
,6,109021.17,108278,23455,5857
recrgOfsaZXFdmAVW,12,622951.9,590400,84200,0
,6,559852.13,538759,682576,329000
,11,189813,189323,0,0
,12,6870873,6877301,3612030,10
,6,409860,401710,39250,150
,12,175160,171560,82700,0
,12,122468.11,121901,213050,29644.26
recjH4tdft7vxtHLl,12,1182594,1182495,634441,63872
rec8gbL8zzQtomEZE,11,347792,354292,159158,10
,12,207781.98,207379,1550,4140
rec0hnT1r1iSa4WC1,12,192455.88,173810,3595,95092
recPMqG2DDkYsgSPw,6,53280.15,51817,136556,0
rec2rHzWhDCxi89jJ,6,2715487.69,2389945,1550256,0
recckiSgX5HqXcr47,12,1443743.56,1426988,1053751,290855
recggs7QqF9pnn0kk,12,136226,128726,563146,12808
,6,54684,53799,43737,185
recdApTjhF5GBQ3RU,12,409301.9,313376,696535,9000
rec3Qym4UzTxOUQ0W,12,1099890,1090605,4877149,208000
,12,405706.6,377588,2300,1070
,6,421189.11,230376,2770150,95417
recDf5HpS9WZfgZiz,6,105497,104697,45654,8000
recp3weonsLC5rWy8,6,510236.89,459620,304200,572705
recnCIL6Tpf85q1pp,12,669754.85,666159,42777,0
,9,4421447.35,3994228,3015645,243335
recjbEuLXLxjyfhiY,12,1155111.59,970826,198100,37760
,6,1108108,1102788,225256,71221
recgjk3mMT3ioypZ2,6,1455355.3,1216725,732402,439500
,6,914416.2,865754,989100,3124
,6,720720.8,628029,230451,712.62
rec3bqHJ8m9MOhD7b,11,3511208.83,3165527,1488873,126062
recfrvDQwr6u1tLOg,12,1149916.07,1149342,362090,33489
,6,788987.99,713915,102291,12606
,6,2744297.52,2018819,532630,18374
,12,104887.32,83012,93318,10670
recnnQ28nT901BQXT,6,58130.38,55860,88016,5560
,12,204737.93,106032,2700,10
recTOL4TrpLjJEZWi,10,1486201.7,1219043,118555,45751
,12,541248.69,511321,35230,119913
,5,56841,56841,700,10
recq2NfHTlSJEj6X6,12,1018240.86,937100,4350,2200
rect8lMdgkF1AZCtn,6,363546.16,353850,605450,0
,12,193659.85,150606,395367,48500
,1,61190,61053,32750,10
,5,477372,364433,37420,10100
,12,1131054.83,1115394,167969,364008
,6,228219.25,175391,3000,10
recnvGOyxs0bP03kn,12,301482.51,292040,320564,798086.08
,12,180295.5,174116,19000,110
rec2WQFSnTaAaCtWd,6,1039168,1040835,427758,44464
recMOcUsNBxXehfqo,12,195856.96,180587,445049,160
recY2n6QvOBVO9B87,12,2041340.85,2002809,1374842.4,34055
recqoHW7tJBY7nLYp,12,309412.95,264537,70450,4949
,6,80556.87,77733,76055,210
rec0qNsYd8G5HhOMD,6,75380.28,75371,198880,14250
recuVM4ZcaAZDkhq6,7,234888,234888,302750,659
,6,81416.52,71414,26811,50094.09
recuVM4ZcaAZDkhq6,4,234688,234688,302750,659
rec8TLcc1fQS9Ls2c,12,1106141.64,964930,251443,210026
recahqkWCWqXTR1tJ,6,556662,154489,1700,1600
recrjH64xOc8DQ6x2,6,392161.73,302860,191400,400550
rec8hlIL2Or0goJV3,12,336792.65,218843,274750,137849.65
,12,383717.75,280956,336760,600
,12,220787.96,194973,16524,2606
,12,83257.36,82925,83672.14,51330
rec9e8guzTrjWszS0,12,4159086.91,4023868,687974,366060
recQ0ySF6ikITH5Kv,12,72489.11,71537,24800,8418
recdd2Lav438Uy23T,6,305728,305628,85230,1093
recTYm3DC4yMn3aMk,12,454542.34,322648,403900,5300
recUpFoZ1f93aDi7H,12,362802,363552,54750,11907
recszkevOANy1jZc7,12,83067.49,80851,0,6760
,12,169371.58,169335,7150,1000
,23,252012,246557,89780,60
reccOrzkTmGr8AtID,12,456445,456345,169175,100
,6,123549.74,123529,18000,355270
,12,649845.39,579324,716485,370405
reclFueEUtBafZbW2,6,543567.59,478725,517300,56280
recjCqvwTxXRBHods,9,770311.05,525006,111458,940
recpS4cE4ZyHJTp8u,12,99305.5,94828,318598,100
recre7usCIZUakWrw,6,425835.1,317024,65360,3010
,6,194039.36,191699,6700,22500
rec0DNLGgyseH5W2U,12,507878.64,365650,31879,240
,12,341600,341600,22750,200929.6
recoUsM0kIVmop3eq,8,97086.71,89835,0,187271
rec1KCjKOeb7Gp8V7,4,1507779.92,1402222,24950,154710
rechjiD3zMyyfgQgg,7,797751,721464,137772,7495
recWPCQE9XNPx6tTk,6,200160.53,190933,240620,6560
recEgAL72FaS1aiL0,24,653137.08,622947,174455,34195.81
recJ3vVhZu29wiFd3,6,756497,670164,14500,64905
,3,18910,12210,5811,0
,12,128535.09,128492,4370,521
,6,147644.34,69820,3600,480
reckr53RNgeHcUB4V,11,45649,40199,100,122
recVEoC73btRQyL9K,12,839400,839420,237170,920
recAnljayH9GDNIrx,6,61672,61712,0,30
recxgEFO3S0AtcKyX,6,284944.16,210009,18752,42195
rec1muNeRmz7nKCkY,6,1274321.37,1239477,845610,0
,12,134423,134453,4750,2790
recMM3xp09wi9wqqW,6,856340,856100,736078,408394
,12,218830.5,217500,9650,325
recBG4PWLCQMQs3kP,12,632967.09,569942,4300,100
recCg7jK4VdIN8Ksx,12,139407,132822,12160,310
recfIA3apz1MiKpLn,6,103000.83,103436,173000,0
,12,1190012.66,1098655,388665,532447
recBkxj0WRMD9rwIn,24,288926.1,275799,3400,971130
recgBTGESo5CoyRZC,12,1192149,1190129,4558026,683520
,12,1598084.74,1595822,674500,325
recSEgk9VlUmI7ilw,6,252020.96,226316,4525,16778
,12,45124,45124,124728.74,23374.45
,11,1045940,1045740,484900,232800
rec8FUOdWPYTE1yfS,12,347719.84,261620,254040,18300
,8,6205641.96,6224323,829370,8950
recigGaFjrQZ37Drp,6,155290,155290,195341,10
recx9OuSJ9pERHrZf,12,771430.29,767561,17550,1210
recFoCbofwkMzj070,6,145198.15,104710,9080,0
recCOO2sHZCaMV1A5,12,827210.12,646926,46790,4500
rece0ZeIWgxgIR3jJ,12,25102300.96,24672776,7902160,115308
,11,164441,162523,118600,3200
recewCynE0Agqq0kf,12,303679.27,279479,1410,46069
,11,30238649.5,29395694,14385480,1149410
recBzZIR251WD6IpO,6,120637.62,119530,6880,260
recYPntN91PIBz0oa,12,2852888.66,1700405,2038045,9454.55
recpO3V5YwjRSH4al,6,650167,650137,95500,8210
,6,74400.51,54302,113639,0
,12,271976.12,258632,392095,11550
reccANaPqLmL4wJce,12,1316285.72,1167271,94625,20697
,5,147740,147740,19709,0
recKb6rP9LonqBmP7,9,1352614.25,1288573,49800,124354
recGnQ7E9ASbfMiGX,6,82801.59,81516,2860,0
,6,12211,9361,0,200
rec8fKxWSqqWeS4uq,12,139675.22,134387,313947,0
,12,2052453.13,2050699,1453450,46590
,12,582020.61,469359,520947,449131.6
recQtzrKtedBWAZxN,7,440898,440915,10000,8520
recJYFtqR0VD02W6o,9,5978742,5976642,1042372,383371.22
,12,660843.8,619090,290030,258542
recFVgqEjXH4RIT8X,6,443874.32,437335,50800,0
rectWmNQhQCQgEAgM,12,128116,128116,336080,620
,12,226674.93,226485,0,110
rec5AGhtDWGCrTSMM,12,282989,283396,2073784,108683.91
rec9TFuBPKmotjxLR,12,1084122.62,1070027,255938,91455
rec2tJZC78gWFOJXp,12,490850.51,480566,73837,284267
rec224DPxZHwk59Xm,12,188855.85,175952,19765,48414
recDV08zInMEYwLdQ,11,1079444.71,969347,255310,6300
,12,162841.54,154290,11400,15825
,12,148109,148592,711564,100943
recu2BF6bkR2bxiEq,12,221320.9,213316,0,3300
,6,74691.84,63523,19500,6919
recDV08zInMEYwLdQ,3,316486.36,289468,68600,2560
recbMNDje4r2qjksu,6,257088.31,256879,2500,0
recM0bx5U5LH5mT64,12,115428,115258,113670,9132
,12,627136.01,545024,63141,107204
,6,54385,54030,73770,9210
recp5ZNGZjFCb7qn6,6,74285,74285,28750,0
,12,292716.35,265197,135230,3469
,6,142983.35,96327,15470,525585
recvy85LpI5ytVBlU,6,1209476.04,1196130,127500,61500
,6,646603.77,256020,19385,1330
rec9Qybne21ZDGDXC,6,110989.05,80569,418980,969.95
,12,343714.39,341732,84402,8092
recMbwKT5yMtKPeTJ,12,1218908,1215705,80660,484246
,6,90307,84926,57400,140
recj0IQMKpZpmtGCE,6,1489358.34,1405882,99170.4,0
recAkNESvm8EDZL7a,6,540916,540496,23090,1160
,6,2108052.86,1989354,1146371,481040
,12,131170,35590,730,26658.15
recu40ZzfETC29Rf6,6,1080918.58,888359,1612845,4680
recjQrXC2PeEUERlC,12,1396540,1381827,121139,12749
recIlVlCLnREAlwuy,12,588976.28,574314,314324,6930
recEYZcod8LXOM8oT,6,87902.69,52290,0,6030
,6,206765.59,181000,3600,0
recr8QiLcrHjf3NuZ,12,324403.4,270680,190890,0
recGZ8PzWYgHajphC,12,1020643.82,818205,268980,23700
recppcXwn1MHyq37a,12,119818.63,84666,15330,24510
,6,67893.22,69111,5160,24895
reccuDbrZooVh8k3A,12,791295,790395,110060,2450
recV5XID9NNBkGjsi,12,1264707.13,1221103,110920,70025
,12,14702,14702,0,5
,11,280820,280700,7876,200
recv67ATtJWXzEi17,12,276834.02,241862,5850,200
,7,56178,51123,680,410
rec0GQwQuGCCEmnLO,6,283659.08,196892,62700,418742
recl8Cfcip7Mo7M8V,12,1099154,1095624,79324,73136
recfBnqC6iRWxr0cq,12,285649.3,189127,435444,60
rectRs2wbj4InFAyZ,6,622268.56,621752,155867,21224
recjMrzNmDjnPFXWN,6,222272.68,222200,59226,67768
,6,120890.95,113582,16420,10
recv8wRmFzoJi441U,12,1203276,1205876,99508,175160
recABbXpJ8Aw22WYV,12,2155557.4,2087628,625,0
recajZDSMXLHWIuDZ,12,347837.06,246665,403395,33090
rec2zHOYkajQBenSo,12,837139.32,820839,29600,149194
,6,50061,49261,116308,0
reclpFA0fPLwSCOna,12,946773,948273,192054,3100
,12,194314.22,179105,2030,624
recviHI6rTwkHlVAQ,12,177623,177710,262271,200
recRXd6X4eYqsx3Dx,6,792033.39,491570,40370,13703
recZg2ntrSBxFBw5G,12,443303.33,329558,527440,350533
recsBdZj2VuF8pEO1,12,3260590.13,2542665,4451110,285463
rec9ZY70EJAt4HA8V,6,594390,593790,2005875,167660
,6,185599,184599,213265,1810
recSbHQzEWvEJdAeN,12,2502459.8,2233707,1516080,25877
,12,31471,31471,74450,10
,12,84298,84298,115399,72232
recjFIcR3QmQqG3Sk,12,161599,161299,352845,1531
recMDMQK0Cdbiyt8y,12,227723.49,197396,2650,2335
recO5xTfFUuBLyGCi,12,726984,725084,97640,2400
,12,67567,67567,29316,59
,12,124128.51,121941,0,13367
rec78VT8RWUsYL8kQ,7,667264.12,554193,59810,3080
recGC5kHglOTyliUp,12,1318351.33,1309788,113350,1130
rec3vJfhUt1APzsdR,6,318787,318787,5100,158
rec2b9XIArODHDDBZ,12,298642.99,258357,129390,10
,6,120780,120780,34750,56952
,12,139817,139567,72175,9000
rec1uDqx0Mh9lVkIa,10,1964644.24,1462228,1056040,106538
,12,2858656.71,2640416,2272120,10
recdKeC4iKJTaDPp1,12,159741,159691,300,210
recECkvqGH9K3AxDz,12,58869.2,58644,459250,329192.9
,6,888284,781862,123590,125800
,12,1252260,1239720,554210,1750
recT5OLyxvFocBGoe,12,942016.55,909893,71480,147855
,12,205746,204746,39120,1124432
,6,321818.37,240143,4779893,43174
,6,176649.36,173598,296462,655087
recZAUayeTojEsJks,12,1461805,1460425,4603714,10
recceO4CKj0mdr92p,12,87496,100995,249396,110
recUD6JqfNtWqOgtG,6,1582746.95,1495720,472115,4500
rec2NysEblTfdxmPl,10,1538412.28,1395233,967900,1849
recRIUqR6BVwkJJYP,12,20160,20160,12029,340
recXabNVeZAuZfg7N,6,283036.23,253643,279201,1300
recB5mwusRq7NXxsh,12,249527.39,209710,13450,7272
recTEif4Sc4QWIoRw,6,267422.74,258695,82000,10
,12,299301.48,156760,226099,291586
rec7aBGhGPGPTqDf7,12,349386.1,341539,221230,40109
recCvThewtHLe6F3m,6,633914,633395,206109,257726.89
recUTEdeJI7oQA3le,12,536203.29,505274,382136,55800
recExmr8OhceWLPmI,12,2174121.51,1982218,356870,34500
,12,2386684.49,2390104,464267,122945
recqhvb6Qzw4vn6Yy,12,787425.23,680377,246150,23550
rec4vbHjjwB5LpjaZ,12,971742,971742,510000,13832.5
recTEyw3x91mP5Y59,11,640370.01,119971,19990,13883
rectzLK0E9YSeA9St,12,1450667.77,1077892,735430,520
,12,491408.24,299117,7780,7607
recTCqJU0H0mw5HCU,12,747460.54,519624,377602,14729
recJji2bkdiAg8cpD,6,651775.94,647433,230800,37289
recyqDIxTzXcxCWA9,6,624838.23,624485,196100,10
,12,765048.73,660303,72792,16890
,6,75179,75179,600,0
,6,339383.46,190616,64550,93472
recCUeU3AmdwHNtf8,6,503107,502857,314085,0
,6,215821.47,171150,146831,0
rec1ZfGbzaMdWtXUv,8,71264.09,18498,50,485
,12,237247.83,226433,66402,4010
recoRgoCiTxJufbue,12,971483.31,764635,572000,143990
,6,528545,527727,14880,9979
,6,81318.81,70966,131684,202560.3
,8,1240926.45,1223280,149140,37654
,6,251729.67,146263,135880,0
,3,912349.7,856029,690100,0
reco6tfkqF34kP6lC,9,861857.44,287345,975110,224326.35
recCiGSghhmcv7tmw,12,1091126.35,861734,205238.2,144750
,11,1007623.62,907000,94050,55090
recpRI3IZ8XgEo9Ja,6,1243853.77,1204392,254020,17316
recYAafWIRSz3XOYR,12,376045,376045,63560,12878
recd2GVOSdpzhc0I0,6,2678801.74,2147229,784300,4490
,10,520267,520477,23450,10000
recB4FhtfYoJg4cUB,6,792460,296724,36800,1800
recjbufQauQELBYZ1,12,196935.75,197954,300588,580
,12,137489.83,132290,5230,2334.85
recGkFKMTvMGHESFf,6,584107.46,400599,15750,452698
rectvJHLsICFVHsAu,6,63161,62176,16881,230
recNagN7u48UIziQ2,6,138752,138752,1630,6864
reco6tfkqF34kP6lC,6,573096.35,144200,811710,54525
recURVDFwuQR35sYS,11,154213.3,147200,7340,100
rec6SnbHvAg24iZ8L,12,299539.67,292229,9650,18143
recsIQxFskvh0HkcF,6,272270,272270,470435,10
rectoEQBTfWQsGKpn,12,560148.76,509962,432880,20000
rec7vkPMsBfXD9oVv,12,1272947.43,1261574,87850,150809
,6,556552,543202,211893,24151
rec7wxpDGAcmaExfs,6,1030887,1027777,95370,249626
recYeERMm8LVEoO9J,6,4180926.79,4148892,271200,0
recMqgRYm4TtoiPeV,12,393822.31,362476,122860,4930
recwyeyAmIfeyHCRK,6,374537,369648,23393,9137
,12,1595101.34,1119391,365208,24748
,11,13956,13956,400,10
,12,315110.44,133997,199200,30100
recjHpQ2iqwCCYyvi,11,5452071,5463061,3789164,90098
recmaMhyUg9ydL17s,6,469691,469691,272560,265450
,12,1263236.49,1222218,187799,423077
,9,226565.96,223369,50450,146557
recOqUluJWFaOzcD2,12,911803,911873,204432,340
,3,583828.23,49270,1300,22569
recMqMxC3hghsBmx4,6,140451.4,139615,44685,739
,3,583928.23,49270,1300,22559
recRBst5DnmXYEJyA,6,117038,116179,7125,170
reczacpKWVu2dpF18,12,1692766.12,1458754,1016320,4720
recrPjGZ8M0r4U0gW,6,786858.51,755192,33076,28097.03
rec122EglDht1INdy,12,789277.98,664884,268691,1030
,12,795346.52,648842,275440,2800
,10,1504825.56,1452666,100110,148174
recLJWwVSkHGISBQJ,6,880160.77,456100,512600,33900
,12,1830490.32,1782184,65150,4448
,12,1088389.22,791984,597220,1135
recDvr6gFGnd9J27h,6,501863.27,336605,753440,7520
,6,116167.28,91369,8700,750
recx2dgw6ZzZUgYyy,12,494806,494806,533712,17400
recf4ltJ8pWAxhB0D,12,793357.32,784197,837139,588
recawykJsVIL1eJdM,12,271041.55,267402,503740,31345
recDiukGQfGp5GztG,12,824750.64,820515,155126,57353
,12,308139.1,304077,2440,0
,12,3141225.25,2499539,4611606,3250
,12,272424,272424,25200,17705
recR15DME3O3SPwUP,11,966641.51,963824,32616,72280
,12,143178.78,139697,16840,43310
rechmKaARBzZeDq65,12,429929.71,423947,241683,15180.7
,6,107378,105431,400,1000
,6,356529,360179,28750,87443.29
recOR8aL2EtYpF4Zr,6,1352509.21,814061,819200,131010
reciKd6LEyqaxRjS5,6,127292.41,60216,9530,9300
,12,689188.4,661611,980717,16950
,6,2196506.66,2179558,1802720,10
recr0FXDT4x8KPVZg,12,676982.24,540166,59301,544776
,6,237843,237943,10250,10
recBhtmLe4irUAczt,12,565902,528481,16660,33610
,6,142550.69,137634,86300,13000
,6,91585,94046,21460,1545
,12,163238.46,93738,54836,10986
,12,89794.22,72120,322155,700
,6,345099.58,309504,158267,22799
recSHDyv85F7Cw6av,12,722605,721505,24750,510
,12,283272.72,224635,24246,800
rec6Hn6xAUVHlxmUa,12,419234.73,410538,8900,18800
,6,144324.29,109025,59499,94409
recKMs5a6OPB1GuXb,12,734400.01,689664,21747,10034
,6,108289.63,80367,0,383212
recURLvLHh33qFN6r,6,228650,228650,3200,5010
,8,1079845,1065005,2690,613050
,6,2446997.27,2315362,556110,879862
,6,531818,529838,37380,6290
recRtkWDYTVKkh7Yz,12,586799.07,528894,299780,15950
recHafYCAvxNr35Fy,12,760029,752350,55530,20780
,12,268736,203453,81414,2500
recKZrbLM6h7dqLNc,11,1644937.15,1303643,448364,103960
recBEneNDJhH1vdvX,12,35203,34253,11570,1940
,12,84934,84934,20777,12600
,11,156243.08,140853,3550,355
,12,159048,159048,0,260
,12,118456.25,114243,488,544
recCgE4CP1uGONeQv,6,8692,6210,64993,202405
recMuM8hmdMvzB7EZ,11,1830396.49,1738907,240651,101219
recnWE7L2kfI7td8O,9,477117.98,449014,3158,27337.5
,12,238027,238027,45600,10
recTYpOwvQG7wmiW8,12,1673048.6,1601790,362750,5800
,12,208961,201546,7390,37410
recHxhY5HAgHDIgrT,11,494179.57,494055,334523,2240
recWSb9HAoDPg9qjX,8,3689719,3677419,2745700,334010
,12,1172060,1168475,92030,74430
reciGPz7jMusG1ypb,12,96190,96390,0,0
,12,855450.85,802917,960290,369905
rec3X8mg7QofWWCnJ,12,281583.98,202689,93760,19917
recCagpEO5oAU0Gvh,6,433071.34,253131,29570,6780
recSx7KT8k2655jiF,12,79645,79645,31266,10
recV8GbVQ9AXxFYeg,6,320572.76,279026,296250,1000
,11,1858609.34,1816800,890925,24860
,12,45231,45181,3505,21610
,6,420196.96,372559,413630,10
,6,89722.99,52480,221800,590.7
recUzZWNrHOgTd1ra,12,537676.97,511098,653141.3,26050
recvZQCX7PywaEhny,12,267849.07,242125,583255,902704
,4,189529,183929,12150,277838
,6,64036.47,63541,0,150
,12,134852.05,130628,0,10
,12,1309769,824405,5792990,29680
,6,1140022.41,993385,1024430,9210
rec7aWddsE1PeDUVH,6,2521792.87,1634038,28000,354860
recHLulB4P0CtbQXV,6,212160.79,205748,42934,127833.3
recEmu9suapOtVszV,6,254793,214380,107314,28500
,12,84348.86,68272,1700,10000
recJp81qPDWATyjUb,12,4260969.62,3726834,1906869,29800
,12,4326896.41,4269934,1569845,54370
,12,186108,186108,950,360
,6,163460.12,159219,33670,26433
,6,420225.67,318752,44410,11989.98
recSxvjYFXwfxKTZK,6,3842398.63,3825489,845200,205634
recJA03AMHO9984By,12,2258894.22,2121368,1295105,3860
